District,Time Id,Dose 1,Dose 2
BR_Kaimur,week14,6588,1385
BR_Kaimur,week15,2498,1770
BR_Kaimur,week16,6778,5869
BR_Kaimur,week17,14423,3147
BR_Kaimur,week18,8574,420
BR_Kaimur,week19,9501,54
BR_Kaimur,week20,11102,200
BR_Kaimur,week21,10897,846
BR_Kaimur,week22,18264,784
BR_Kaimur,week23,21131,1173
BR_Kaimur,week24,15112,2450
BR_Kaimur,week25,14186,2978
BR_Kaimur,week26,21246,3044
BR_Kaimur,week27,15505,2585
BR_Kaimur,week28,29223,3584
BR_Kaimur,week29,35869,3214
BR_Kaimur,week30,26405,4129
BR_Kaimur,week31,22344,3707
BR_Katihar,week1,1313,0
BR_Katihar,week2,1430,0
BR_Katihar,week3,7598,0
BR_Katihar,week4,2742,0
BR_Katihar,week5,1695,1168
BR_Katihar,week6,1458,669
BR_Katihar,week7,1662,3686
BR_Katihar,week8,9184,3472
BR_Katihar,week9,4924,1702
BR_Katihar,week10,12835,1237
BR_Katihar,week11,13454,351
BR_Katihar,week12,17782,2593
BR_Katihar,week13,20267,3192
BR_Katihar,week14,15220,4647
BR_Katihar,week15,10488,5861
BR_Katihar,week16,8330,7283
BR_Katihar,week17,17607,2618
BR_Katihar,week18,15505,105
BR_Katihar,week19,17053,108
BR_Katihar,week20,15562,362
BR_Katihar,week21,31845,390
BR_Katihar,week22,41131,535
BR_Katihar,week23,37394,874
BR_Katihar,week24,28245,2863
BR_Katihar,week25,33436,5819
BR_Katihar,week26,64044,10401
BR_Katihar,week27,30234,5669
BR_Katihar,week28,47710,6993
BR_Katihar,week29,70612,9039
BR_Katihar,week30,45463,8338
BR_Katihar,week31,51452,8453
BR_Khagaria,week1,693,0
BR_Khagaria,week2,1282,0
BR_Khagaria,week3,3484,0
BR_Khagaria,week4,1565,3
BR_Khagaria,week5,866,808
BR_Khagaria,week6,244,917
BR_Khagaria,week7,757,1671
BR_Khagaria,week8,7403,1514
BR_Khagaria,week9,7330,947
BR_Khagaria,week10,8424,408
BR_Khagaria,week11,7662,738
BR_Khagaria,week12,17206,1464
BR_Khagaria,week13,11992,1911
BR_Khagaria,week14,10505,2295
BR_Khagaria,week15,7062,2693
BR_Khagaria,week16,6046,5321
BR_Khagaria,week17,10337,1790
BR_Khagaria,week18,7936,86
BR_Khagaria,week19,8201,266
BR_Khagaria,week20,6322,257
BR_Khagaria,week21,9836,342
BR_Khagaria,week22,22173,538
BR_Khagaria,week23,20588,601
BR_Khagaria,week24,11310,1711
BR_Khagaria,week25,11611,3495
BR_Khagaria,week26,18863,5201
BR_Khagaria,week27,18731,3850
BR_Khagaria,week28,35854,5356
BR_Khagaria,week29,53531,6919
BR_Khagaria,week30,38951,5666
BR_Khagaria,week31,31633,4623
BR_Kishanganj,week1,980,0
BR_Kishanganj,week2,718,0
BR_Kishanganj,week3,3994,0
BR_Kishanganj,week4,3117,0
BR_Kishanganj,week5,1463,774
BR_Kishanganj,week6,1192,426
BR_Kishanganj,week7,1170,1643
BR_Kishanganj,week8,6786,2591
BR_Kishanganj,week9,3186,1724
BR_Kishanganj,week10,6891,1134
BR_Kishanganj,week11,9080,111
BR_Kishanganj,week12,16342,2349
BR_Kishanganj,week13,9827,2425
BR_Kishanganj,week14,7583,3042
BR_Kishanganj,week15,6692,3201
BR_Kishanganj,week16,4759,5307
BR_Kishanganj,week17,7469,2094
BR_Kishanganj,week18,9914,101
BR_Kishanganj,week19,9354,51
BR_Kishanganj,week20,10048,242
BR_Kishanganj,week21,13048,188
BR_Kishanganj,week22,20053,309
BR_Kishanganj,week23,19044,404
BR_Kishanganj,week24,20410,1352
BR_Kishanganj,week25,21710,2199
BR_Kishanganj,week26,22029,3175
BR_Kishanganj,week27,15474,3277
BR_Kishanganj,week28,27762,4190
BR_Kishanganj,week29,30747,3893
BR_Kishanganj,week30,25608,4051
BR_Kishanganj,week31,34274,4695
BR_Lakhisarai,week1,588,0
BR_Lakhisarai,week2,893,0
BR_Lakhisarai,week3,1588,0
BR_Lakhisarai,week4,688,0
BR_Lakhisarai,week5,680,238
BR_Lakhisarai,week6,241,407
BR_Lakhisarai,week7,870,903
BR_Lakhisarai,week8,3253,840
BR_Lakhisarai,week9,3238,736
BR_Lakhisarai,week10,4883,424
BR_Lakhisarai,week11,4425,627
BR_Lakhisarai,week12,8419,931
BR_Lakhisarai,week13,5750,1014
BR_Lakhisarai,week14,4429,1369
BR_Lakhisarai,week15,5343,1775
BR_Lakhisarai,week16,2814,2214
BR_Lakhisarai,week17,4952,1359
BR_Lakhisarai,week18,6135,53
BR_Lakhisarai,week19,5807,124
BR_Lakhisarai,week20,4667,139
BR_Lakhisarai,week21,6273,172
BR_Lakhisarai,week22,10383,297
BR_Lakhisarai,week23,15704,644
BR_Lakhisarai,week24,17348,2006
BR_Lakhisarai,week25,9854,1849
BR_Lakhisarai,week26,14257,2797
BR_Lakhisarai,week27,7630,2033
BR_Lakhisarai,week28,28558,4829
BR_Lakhisarai,week29,26228,3729
BR_Lakhisarai,week30,15137,2421
BR_Lakhisarai,week31,15659,2417
BR_Madhepura,week1,575,0
BR_Madhepura,week2,1734,0
BR_Madhepura,week3,4760,0
BR_Madhepura,week4,2611,0
BR_Madhepura,week5,1865,803
BR_Madhepura,week6,491,1143
BR_Madhepura,week7,886,2184
BR_Madhepura,week8,9677,2110
BR_Madhepura,week9,5647,1685
BR_Madhepura,week10,18059,689
BR_Madhepura,week11,9265,466
BR_Madhepura,week12,18932,1177
BR_Madhepura,week13,15676,1968
BR_Madhepura,week14,13629,2865
BR_Madhepura,week15,11687,3700
BR_Madhepura,week16,7966,5083
BR_Madhepura,week17,13764,3348
BR_Madhepura,week18,11679,101
BR_Madhepura,week19,9392,75
BR_Madhepura,week20,5227,493
BR_Madhepura,week21,13076,437
BR_Madhepura,week22,25838,924
BR_Madhepura,week23,22788,855
BR_Madhepura,week24,10819,2514
BR_Madhepura,week25,12221,3757
BR_Madhepura,week26,24967,6498
BR_Madhepura,week27,16481,4320
BR_Madhepura,week28,31941,6830
BR_Madhepura,week29,59299,9896
BR_Madhepura,week30,32615,6418
BR_Madhepura,week31,28830,6136
BR_Madhubani,week1,635,0
BR_Madhubani,week2,2750,0
BR_Madhubani,week3,8305,0
BR_Madhubani,week4,2485,1
BR_Madhubani,week5,2417,2088
BR_Madhubani,week6,952,1676
BR_Madhubani,week7,3690,5299
BR_Madhubani,week8,20624,2775
BR_Madhubani,week9,25097,1455
BR_Madhubani,week10,26347,877
BR_Madhubani,week11,22461,418
BR_Madhubani,week12,38426,4702
BR_Madhubani,week13,34025,8466
BR_Madhubani,week14,24763,10947
BR_Madhubani,week15,23182,11399
BR_Madhubani,week16,19202,18267
BR_Madhubani,week17,33785,8438
BR_Madhubani,week18,23194,104
BR_Madhubani,week19,23946,266
BR_Madhubani,week20,30476,345
BR_Madhubani,week21,29694,702
BR_Madhubani,week22,54801,1031
BR_Madhubani,week23,108711,950
BR_Madhubani,week24,40797,4231
BR_Madhubani,week25,36311,8197
BR_Madhubani,week26,51397,10070
BR_Madhubani,week27,30391,5270
BR_Madhubani,week28,60633,39209
BR_Madhubani,week29,86678,24792
BR_Madhubani,week30,82022,14692
BR_Madhubani,week31,112452,21452
BR_Munger,week1,568,0
BR_Munger,week2,1931,0
BR_Munger,week3,3388,0
BR_Munger,week4,2180,1
BR_Munger,week5,588,284
BR_Munger,week6,413,1086
BR_Munger,week7,1472,1796
BR_Munger,week8,5128,1903
BR_Munger,week9,5053,1330
BR_Munger,week10,9928,568
BR_Munger,week11,14099,1132
BR_Munger,week12,16287,1746
BR_Munger,week13,11099,1857
BR_Munger,week14,7066,3512
BR_Munger,week15,4287,3403
BR_Munger,week16,4438,5836
BR_Munger,week17,10276,3655
BR_Munger,week18,10275,81
BR_Munger,week19,8424,35
BR_Munger,week20,7138,118
BR_Munger,week21,12467,274
BR_Munger,week22,19930,617
BR_Munger,week23,21208,1032
BR_Munger,week24,25510,4558
BR_Munger,week25,32525,5028
BR_Munger,week26,39468,6272
BR_Munger,week27,13415,2176
BR_Munger,week28,34049,4175
BR_Munger,week29,37306,7611
BR_Munger,week30,22149,4365
BR_Munger,week31,21105,4556
BR_Muzaffarpur,week1,2045,0
BR_Muzaffarpur,week2,1614,0
BR_Muzaffarpur,week3,9673,0
BR_Muzaffarpur,week4,7388,0
BR_Muzaffarpur,week5,2400,1091
BR_Muzaffarpur,week6,1231,1608
BR_Muzaffarpur,week7,1956,4341
BR_Muzaffarpur,week8,10821,5687
BR_Muzaffarpur,week9,10989,3424
BR_Muzaffarpur,week10,15286,1944
BR_Muzaffarpur,week11,31131,-541
BR_Muzaffarpur,week12,40665,1436
BR_Muzaffarpur,week13,43712,3606
BR_Muzaffarpur,week14,28022,6004
BR_Muzaffarpur,week15,23580,8981
BR_Muzaffarpur,week16,18534,12201
BR_Muzaffarpur,week17,35990,7369
BR_Muzaffarpur,week18,38476,534
BR_Muzaffarpur,week19,27967,423
BR_Muzaffarpur,week20,28216,1182
BR_Muzaffarpur,week21,41175,1432
BR_Muzaffarpur,week22,69936,8524
BR_Muzaffarpur,week23,101707,8875
BR_Muzaffarpur,week24,48592,13394
BR_Muzaffarpur,week25,58991,17895
BR_Muzaffarpur,week26,73805,22708
BR_Muzaffarpur,week27,49494,12995
BR_Muzaffarpur,week28,90223,15900
BR_Muzaffarpur,week29,79813,17705
BR_Muzaffarpur,week30,74268,14778
BR_Muzaffarpur,week31,78684,16524
BR_Nalanda,week1,1879,0
BR_Nalanda,week2,1802,0
BR_Nalanda,week3,6984,0
BR_Nalanda,week4,3938,11
BR_Nalanda,week5,3818,1524
BR_Nalanda,week6,1060,1497
BR_Nalanda,week7,2289,4397
BR_Nalanda,week8,11903,3540
BR_Nalanda,week9,9544,2387
BR_Nalanda,week10,32212,1480
BR_Nalanda,week11,28632,1310
BR_Nalanda,week12,46023,3192
BR_Nalanda,week13,46030,5024
BR_Nalanda,week14,16510,4837
BR_Nalanda,week15,10834,7734
BR_Nalanda,week16,9184,12503
BR_Nalanda,week17,28734,8766
BR_Nalanda,week18,18886,386
BR_Nalanda,week19,16110,108
BR_Nalanda,week20,15074,514
BR_Nalanda,week21,22428,528
BR_Nalanda,week22,39914,5741
BR_Nalanda,week23,76010,9070
BR_Nalanda,week24,47387,11318
BR_Nalanda,week25,40418,10072
BR_Nalanda,week26,51569,15036
BR_Nalanda,week27,36145,12087
BR_Nalanda,week28,38459,17596
BR_Nalanda,week29,55803,16209
BR_Nalanda,week30,50203,12966
BR_Nalanda,week31,42363,10772
BR_Nawada,week1,683,0
BR_Nawada,week2,1105,0
BR_Nawada,week3,4966,0
BR_Nawada,week4,1375,16
BR_Nawada,week5,890,785
BR_Nawada,week6,593,764
BR_Nawada,week7,1076,2198
BR_Nawada,week8,12049,1552
BR_Nawada,week9,13468,957
BR_Nawada,week10,17940,413
BR_Nawada,week11,11561,614
BR_Nawada,week12,26140,2945
BR_Nawada,week13,20870,5035
BR_Nawada,week14,9728,5883
BR_Nawada,week15,6401,5287
BR_Nawada,week16,4949,7763
BR_Nawada,week17,14135,4142
BR_Nawada,week18,13694,34
BR_Nawada,week19,13642,158
BR_Nawada,week20,9859,355
BR_Nawada,week21,15188,419
BR_Nawada,week22,15839,3282
BR_Nawada,week23,34997,2698
BR_Nawada,week24,20561,3701
BR_Nawada,week25,17129,4115
BR_Nawada,week26,25812,5123
BR_Nawada,week27,22872,4347
BR_Nawada,week28,28711,4415
BR_Nawada,week29,75972,12180
BR_Nawada,week30,45121,5402
BR_Nawada,week31,34404,4470
BR_Patna,week1,2297,0
BR_Patna,week2,5246,0
BR_Patna,week3,20845,0
BR_Patna,week4,18854,2
BR_Patna,week5,9027,2548
BR_Patna,week6,15268,3044
BR_Patna,week7,19457,8698
BR_Patna,week8,34719,13381
BR_Patna,week9,36727,12974
BR_Patna,week10,27847,8828
BR_Patna,week11,41754,-1012
BR_Patna,week12,101548,9400
BR_Patna,week13,91229,18176
BR_Patna,week14,45877,20895
BR_Patna,week15,35643,26048
BR_Patna,week16,22423,31098
BR_Patna,week17,77699,29907
BR_Patna,week18,42432,21461
BR_Patna,week19,66991,24577
BR_Patna,week20,83785,33013
BR_Patna,week21,167117,32107
BR_Patna,week22,105659,29854
BR_Patna,week23,242074,29634
BR_Patna,week24,144629,43897
BR_Patna,week25,135262,47210
BR_Patna,week26,152580,83161
BR_Patna,week27,146368,60164
BR_Patna,week28,180548,94802
BR_Patna,week29,231235,89442
BR_Patna,week30,205007,82512
BR_Patna,week31,102090,74384
BR_Purnia,week1,1612,0
BR_Purnia,week2,1473,0
BR_Purnia,week3,6646,0
BR_Purnia,week4,2565,0
BR_Purnia,week5,1402,998
BR_Purnia,week6,259,780
BR_Purnia,week7,1513,2467
BR_Purnia,week8,11685,3618
BR_Purnia,week9,8301,1780
BR_Purnia,week10,21065,739
BR_Purnia,week11,25280,760
BR_Purnia,week12,40736,2004
BR_Purnia,week13,37286,3901
BR_Purnia,week14,26265,5915
BR_Purnia,week15,18996,7921
BR_Purnia,week16,18348,12151
BR_Purnia,week17,33555,6203
BR_Purnia,week18,23646,594
BR_Purnia,week19,21487,198
BR_Purnia,week20,26704,1105
BR_Purnia,week21,42632,1785
BR_Purnia,week22,48742,9331
BR_Purnia,week23,85803,3385
BR_Purnia,week24,34265,6225
BR_Purnia,week25,35947,10823
BR_Purnia,week26,35028,13416
BR_Purnia,week27,34908,12313
BR_Purnia,week28,37942,11237
BR_Purnia,week29,73209,21603
BR_Purnia,week30,72300,22020
BR_Purnia,week31,61595,22895
BR_Rohtas,week1,1144,0
BR_Rohtas,week2,2244,0
BR_Rohtas,week3,5586,0
BR_Rohtas,week4,2792,0
BR_Rohtas,week5,2291,1347
BR_Rohtas,week6,780,932
BR_Rohtas,week7,1483,3049
BR_Rohtas,week8,12396,2498
BR_Rohtas,week9,9321,1877
BR_Rohtas,week10,16535,1259
BR_Rohtas,week11,22751,1033
BR_Rohtas,week12,39191,2944
BR_Rohtas,week13,22801,4102
BR_Rohtas,week14,11754,4393
BR_Rohtas,week15,6139,4051
BR_Rohtas,week16,8838,10329
BR_Rohtas,week17,25785,7367
BR_Rohtas,week18,13673,62
BR_Rohtas,week19,19494,160
BR_Rohtas,week20,18810,320
BR_Rohtas,week21,24492,470
BR_Rohtas,week22,48472,811
BR_Rohtas,week23,44120,2110
BR_Rohtas,week24,27691,4826
BR_Rohtas,week25,23561,5970
BR_Rohtas,week26,45543,9765
BR_Rohtas,week27,29369,5354
BR_Rohtas,week28,83587,11740
BR_Rohtas,week29,58234,10801
BR_Rohtas,week30,44350,12476
BR_Rohtas,week31,48090,11064
BR_Saharsa,week1,430,0
BR_Saharsa,week2,1944,0
BR_Saharsa,week3,3903,0
BR_Saharsa,week4,963,0
BR_Saharsa,week5,631,640
BR_Saharsa,week6,230,856
BR_Saharsa,week7,903,1867
BR_Saharsa,week8,8673,1330
BR_Saharsa,week9,6489,880
BR_Saharsa,week10,14835,379
BR_Saharsa,week11,10628,395
BR_Saharsa,week12,19443,2001
BR_Saharsa,week13,17114,2061
BR_Saharsa,week14,17239,4168
BR_Saharsa,week15,14781,5817
BR_Saharsa,week16,9342,8052
BR_Saharsa,week17,13920,2366
BR_Saharsa,week18,10885,417
BR_Saharsa,week19,10254,143
BR_Saharsa,week20,8214,339
BR_Saharsa,week21,18746,431
BR_Saharsa,week22,35473,607
BR_Saharsa,week23,21499,665
BR_Saharsa,week24,19382,3291
BR_Saharsa,week25,19450,4245
BR_Saharsa,week26,23426,6994
BR_Saharsa,week27,16196,5407
BR_Saharsa,week28,33362,9471
BR_Saharsa,week29,35562,7286
BR_Saharsa,week30,31887,7371
BR_Saharsa,week31,32648,7602
BR_Samastipur,week1,797,0
BR_Samastipur,week2,3925,0
BR_Samastipur,week3,9926,0
BR_Samastipur,week4,3994,1
BR_Samastipur,week5,2449,1735
BR_Samastipur,week6,538,2369
BR_Samastipur,week7,3507,5322
BR_Samastipur,week8,20742,4276
BR_Samastipur,week9,27365,2432
BR_Samastipur,week10,24381,861
BR_Samastipur,week11,22158,1053
BR_Samastipur,week12,47098,4404
BR_Samastipur,week13,29777,6401
BR_Samastipur,week14,22474,12050
BR_Samastipur,week15,19642,13770
BR_Samastipur,week16,15459,14825
BR_Samastipur,week17,30116,8510
BR_Samastipur,week18,29844,118
BR_Samastipur,week19,22069,102
BR_Samastipur,week20,16221,353
BR_Samastipur,week21,26791,1025
BR_Samastipur,week22,50275,5784
BR_Samastipur,week23,49860,3136
BR_Samastipur,week24,41091,6193
BR_Samastipur,week25,45080,9427
BR_Samastipur,week26,58909,11869
BR_Samastipur,week27,24210,5917
BR_Samastipur,week28,62734,15210
BR_Samastipur,week29,105152,17360
BR_Samastipur,week30,147279,21614
BR_Samastipur,week31,74697,15641
BR_Saran,week1,1830,0
BR_Saran,week2,4762,0
BR_Saran,week3,8820,0
BR_Saran,week4,2672,0
BR_Saran,week5,1989,1161
BR_Saran,week6,1231,1329
BR_Saran,week7,3723,5487
BR_Saran,week8,13269,4260
BR_Saran,week9,8749,2388
BR_Saran,week10,19947,1329
BR_Saran,week11,43544,768
BR_Saran,week12,68508,5119
BR_Saran,week13,43532,5010
BR_Saran,week14,24074,6617
BR_Saran,week15,18833,10830
BR_Saran,week16,22088,24328
BR_Saran,week17,46039,11760
BR_Saran,week18,19158,132
BR_Saran,week19,22832,242
BR_Saran,week20,23537,1254
BR_Saran,week21,34985,1544
BR_Saran,week22,72931,9652
BR_Saran,week23,64637,4301
BR_Saran,week24,38870,9265
BR_Saran,week25,36849,13278
BR_Saran,week26,67183,20201
BR_Saran,week27,34745,15461
BR_Saran,week28,92394,21936
BR_Saran,week29,104672,20192
BR_Saran,week30,87677,15136
BR_Saran,week31,66383,14279
BR_Sheikhpura,week1,165,0
BR_Sheikhpura,week2,928,0
BR_Sheikhpura,week3,1420,0
BR_Sheikhpura,week4,344,0
BR_Sheikhpura,week5,1123,459
BR_Sheikhpura,week6,81,541
BR_Sheikhpura,week7,607,821
BR_Sheikhpura,week8,3537,590
BR_Sheikhpura,week9,1592,567
BR_Sheikhpura,week10,6286,316
BR_Sheikhpura,week11,6385,261
BR_Sheikhpura,week12,9953,1164
BR_Sheikhpura,week13,5108,1216
BR_Sheikhpura,week14,2149,1421
BR_Sheikhpura,week15,1462,1530
BR_Sheikhpura,week16,1829,3439
BR_Sheikhpura,week17,5189,1152
BR_Sheikhpura,week18,2925,9
BR_Sheikhpura,week19,3651,9
BR_Sheikhpura,week20,1759,48
BR_Sheikhpura,week21,4642,111
BR_Sheikhpura,week22,8086,301
BR_Sheikhpura,week23,9962,405
BR_Sheikhpura,week24,5945,1328
BR_Sheikhpura,week25,16666,2882
BR_Sheikhpura,week26,9909,1548
BR_Sheikhpura,week27,6842,1364
BR_Sheikhpura,week28,14146,1957
BR_Sheikhpura,week29,20576,3962
BR_Sheikhpura,week30,13259,2457
BR_Sheikhpura,week31,9299,1750
BR_Sheohar,week1,276,0
BR_Sheohar,week2,387,0
BR_Sheohar,week3,1402,0
BR_Sheohar,week4,659,0
BR_Sheohar,week5,725,272
BR_Sheohar,week6,63,181
BR_Sheohar,week7,509,645
BR_Sheohar,week8,2970,651
BR_Sheohar,week9,5086,438
BR_Sheohar,week10,6290,164
BR_Sheohar,week11,8113,119
BR_Sheohar,week12,12010,450
BR_Sheohar,week13,9490,683
BR_Sheohar,week14,3605,1315
BR_Sheohar,week15,2677,2122
BR_Sheohar,week16,1953,3020
BR_Sheohar,week17,6679,2364
BR_Sheohar,week18,1773,1
BR_Sheohar,week19,4268,3
BR_Sheohar,week20,3137,30
BR_Sheohar,week21,4096,1033
BR_Sheohar,week22,14680,2273
BR_Sheohar,week23,10891,908
BR_Sheohar,week24,5418,1138
BR_Sheohar,week25,11441,4963
BR_Sheohar,week26,12763,3719
BR_Sheohar,week27,3891,2002
BR_Sheohar,week28,9678,3664
BR_Sheohar,week29,12043,2944
BR_Sheohar,week30,12265,2919
BR_Sheohar,week31,13282,3210
BR_Sitamarhi,week1,556,0
BR_Sitamarhi,week2,1165,0
BR_Sitamarhi,week3,6906,0
BR_Sitamarhi,week4,2872,0
BR_Sitamarhi,week5,2016,874
BR_Sitamarhi,week6,844,188
BR_Sitamarhi,week7,2345,2852
BR_Sitamarhi,week8,13089,2947
BR_Sitamarhi,week9,9238,2431
BR_Sitamarhi,week10,13501,980
BR_Sitamarhi,week11,27609,337
BR_Sitamarhi,week12,36208,3094
BR_Sitamarhi,week13,29083,4353
BR_Sitamarhi,week14,18862,5133
BR_Sitamarhi,week15,13229,6481
BR_Sitamarhi,week16,8979,9158
BR_Sitamarhi,week17,16068,4963
BR_Sitamarhi,week18,19949,25
BR_Sitamarhi,week19,16700,3
BR_Sitamarhi,week20,10805,3
BR_Sitamarhi,week21,16843,292
BR_Sitamarhi,week22,32925,698
BR_Sitamarhi,week23,41266,1610
BR_Sitamarhi,week24,17462,4575
BR_Sitamarhi,week25,22742,7782
BR_Sitamarhi,week26,61520,15387
BR_Sitamarhi,week27,24256,5987
BR_Sitamarhi,week28,50273,10394
BR_Sitamarhi,week29,100888,14420
BR_Sitamarhi,week30,104555,16157
BR_Sitamarhi,week31,56488,9907
BR_Siwan,week1,1896,0
BR_Siwan,week2,1377,0
BR_Siwan,week3,6883,0
BR_Siwan,week4,1574,1
BR_Siwan,week5,2135,2073
BR_Siwan,week6,333,556
BR_Siwan,week7,1587,4129
BR_Siwan,week8,13671,2154
BR_Siwan,week9,11733,1364
BR_Siwan,week10,51527,599
BR_Siwan,week11,39971,1416
BR_Siwan,week12,56649,5565
BR_Siwan,week13,38002,5253
BR_Siwan,week14,21499,10251
BR_Siwan,week15,14587,14024
BR_Siwan,week16,16155,19953
BR_Siwan,week17,27736,12941
BR_Siwan,week18,24057,34
BR_Siwan,week19,20185,402
BR_Siwan,week20,25049,1215
BR_Siwan,week21,26426,1578
BR_Siwan,week22,44903,5797
BR_Siwan,week23,39346,6780
BR_Siwan,week24,46100,7470
BR_Siwan,week25,41962,8090
BR_Siwan,week26,69995,14408
BR_Siwan,week27,39346,9436
BR_Siwan,week28,56186,16057
BR_Siwan,week29,88058,15068
BR_Siwan,week30,79940,14436
BR_Siwan,week31,59231,11177
BR_Supaul,week1,929,0
BR_Supaul,week2,972,0
BR_Supaul,week3,5228,0
BR_Supaul,week4,2876,0
BR_Supaul,week5,1310,657
BR_Supaul,week6,496,955
BR_Supaul,week7,1729,2439
BR_Supaul,week8,5927,2548
BR_Supaul,week9,4654,1271
BR_Supaul,week10,14469,554
BR_Supaul,week11,7404,-217
BR_Supaul,week12,18871,1896
BR_Supaul,week13,16157,1728
BR_Supaul,week14,15223,1989
BR_Supaul,week15,15069,2381
BR_Supaul,week16,13069,3919
BR_Supaul,week17,10883,1909
BR_Supaul,week18,16067,710
BR_Supaul,week19,14765,51
BR_Supaul,week20,15266,262
BR_Supaul,week21,18932,718
BR_Supaul,week22,38227,589
BR_Supaul,week23,39671,2131
BR_Supaul,week24,14354,4613
BR_Supaul,week25,27841,6156
BR_Supaul,week26,25819,7059
BR_Supaul,week27,14709,7260
BR_Supaul,week28,23113,8734
BR_Supaul,week29,38809,8909
BR_Supaul,week30,34497,9232
BR_Supaul,week31,33861,11233
BR_Vaishali,week1,1450,0
BR_Vaishali,week2,1550,0
BR_Vaishali,week3,7514,0
BR_Vaishali,week4,3493,0
BR_Vaishali,week5,1248,1120
BR_Vaishali,week6,597,866
BR_Vaishali,week7,2564,2965
BR_Vaishali,week8,14633,2973
BR_Vaishali,week9,12046,2233
BR_Vaishali,week10,14026,911
BR_Vaishali,week11,20813,1335
BR_Vaishali,week12,61469,3699
BR_Vaishali,week13,31478,4569
BR_Vaishali,week14,17466,5666
BR_Vaishali,week15,14177,5823
BR_Vaishali,week16,10207,8761
BR_Vaishali,week17,23642,6050
BR_Vaishali,week18,21682,4165
BR_Vaishali,week19,21615,3222
BR_Vaishali,week20,12437,5229
BR_Vaishali,week21,17976,3234
BR_Vaishali,week22,44012,2544
BR_Vaishali,week23,52926,3578
BR_Vaishali,week24,22840,4889
BR_Vaishali,week25,34138,7068
BR_Vaishali,week26,48398,8481
BR_Vaishali,week27,30825,6674
BR_Vaishali,week28,60330,9192
BR_Vaishali,week29,68657,11254
BR_Vaishali,week30,111712,20657
BR_Vaishali,week31,69550,10221
BR_West Champaran,week1,1413,0
BR_West Champaran,week2,679,0
BR_West Champaran,week3,8342,0
BR_West Champaran,week4,3330,1
BR_West Champaran,week5,1556,722
BR_West Champaran,week6,1736,851
BR_West Champaran,week7,1413,2078
BR_West Champaran,week8,6149,2743
BR_West Champaran,week9,4168,2584
BR_West Champaran,week10,12421,1602
BR_West Champaran,week11,13960,883
BR_West Champaran,week12,32044,2571
BR_West Champaran,week13,28621,2513
BR_West Champaran,week14,23548,3387
BR_West Champaran,week15,14276,4076
BR_West Champaran,week16,9549,6940
BR_West Champaran,week17,22959,3911
BR_West Champaran,week18,22614,118
BR_West Champaran,week19,22238,217
BR_West Champaran,week20,22255,330
BR_West Champaran,week21,31668,620
BR_West Champaran,week22,43129,732
BR_West Champaran,week23,71419,1232
BR_West Champaran,week24,53856,4851
BR_West Champaran,week25,32999,4663
BR_West Champaran,week26,79156,13040
BR_West Champaran,week27,46086,7236
BR_West Champaran,week28,67855,9173
BR_West Champaran,week29,77187,9803
BR_West Champaran,week30,55121,11633
BR_West Champaran,week31,77267,11944
CH_Chandigarh,week1,790,0
CH_Chandigarh,week2,1416,0
CH_Chandigarh,week3,1652,0
CH_Chandigarh,week4,2851,117
CH_Chandigarh,week5,3670,629
CH_Chandigarh,week6,6548,894
CH_Chandigarh,week7,10599,1513
CH_Chandigarh,week8,10773,2549
CH_Chandigarh,week9,9532,3134
CH_Chandigarh,week10,7357,2411
CH_Chandigarh,week11,19340,2062
CH_Chandigarh,week12,22216,4955
CH_Chandigarh,week13,20990,7256
CH_Chandigarh,week14,20260,11207
CH_Chandigarh,week15,25605,12890
CH_Chandigarh,week16,23846,13379
CH_Chandigarh,week17,23717,10676
CH_Chandigarh,week18,26558,950
CH_Chandigarh,week19,27027,232
CH_Chandigarh,week20,38028,244
CH_Chandigarh,week21,22874,633
CH_Chandigarh,week22,47250,1427
CH_Chandigarh,week23,44405,4400
CH_Chandigarh,week24,39330,13394
CH_Chandigarh,week25,33578,20091
CH_Chandigarh,week26,48697,22202
CH_Chandigarh,week27,38004,30968
CH_Chandigarh,week28,45069,26949
CH_Chandigarh,week29,64627,23069
CH_Chandigarh,week30,46970,26120
CH_Chandigarh,week31,38558,27767
CT_Balod,week1,386,0
CT_Balod,week2,2021,0
CT_Balod,week3,3079,0
CT_Balod,week4,3063,45
CT_Balod,week5,2086,1076
CT_Balod,week6,249,1373
CT_Balod,week7,5436,2641
CT_Balod,week8,8880,2064
CT_Balod,week9,16273,2107
CT_Balod,week10,11607,539
CT_Balod,week11,29989,1590
CT_Balod,week12,42728,1548
CT_Balod,week13,22873,989
CT_Balod,week14,14487,3582
CT_Balod,week15,4668,5507
CT_Balod,week16,1476,4310
CT_Balod,week17,1612,6067
CT_Balod,week18,944,173
CT_Balod,week19,1405,120
CT_Balod,week20,1510,431
CT_Balod,week21,1014,1106
CT_Balod,week22,1853,1931
CT_Balod,week23,43284,11383
CT_Balod,week24,20812,4503
CT_Balod,week25,26800,17503
CT_Balod,week26,16893,6587
CT_Balod,week27,12726,6314
CT_Balod,week28,16908,8297
CT_Balod,week29,16480,7286
CT_Balod,week30,8926,5469
CT_Balod,week31,25049,13121
CT_Baloda Bazar,week1,415,0
CT_Baloda Bazar,week2,2062,0
CT_Baloda Bazar,week3,3645,0
CT_Baloda Bazar,week4,3197,3
CT_Baloda Bazar,week5,1944,788
