District Id,Time Id,Dose 1,Dose 2
UP_Saharanpur,Overall,1009952,223448
UP_Sambhal,Overall,434513,69516
UP_Sant Kabir Nagar,Overall,366044,58503
UP_Shahjahanpur,Overall,703475,117738
UP_Shamli,Overall,354356,69630
UP_Shrawasti,Overall,353971,38559
UP_Siddharthnagar,Overall,794349,110027
UP_Sitapur,Overall,913333,139012
UP_Sonbhadra,Overall,394976,80932
UP_Sultanpur,Overall,579009,116721
UP_Unnao,Overall,701535,121936
UP_Varanasi,Overall,1211087,323122
UT_Almora,Overall,331104,125210
UT_Bageshwar,Overall,177418,62798
UT_Chamoli,Overall,244164,95710
UT_Champawat,Overall,169777,58857
UT_Dehradun,Overall,1197562,429872
UT_Haridwar,Overall,1025709,242064
UT_Nainital,Overall,590304,196063
UT_Pauri Garhwal,Overall,350769,136171
UT_Pithoragarh,Overall,261334,85740
UT_Rudraprayag,Overall,163401,50319
UT_Tehri Garhwal,Overall,329570,109745
UT_Udham Singh Nagar,Overall,902550,198124
UT_Uttarkashi,Overall,214992,77770
WB_Alipurduar,Overall,447948,176857
WB_Bankura,Overall,618207,238891
WB_Bankura,Overall,618207,238891
WB_Birbhum,Overall,685909,244327
WB_Birbhum,Overall,685909,244327
WB_Cooch Behar,Overall,540728,230414
WB_Dakshin Dinajpur,Overall,428349,200544
WB_Darjeeling,Overall,820802,293071
WB_Hooghly,Overall,1531401,696875
WB_Howrah,Overall,1393831,499779
WB_Jalpaiguri,Overall,540413,172160
WB_Jhargram,Overall,290492,78618
WB_Kalimpong,Overall,158502,62535
WB_Kolkata,Overall,3950510,1427384
WB_Malda,Overall,750680,296541
WB_Murshidabad,Overall,1301532,532127
WB_Nadia,Overall,1075170,452979
WB_North 24 Parganas,Overall,580882,241232
WB_North 24 Parganas,Overall,580882,241232
WB_Paschim Bardhaman,Overall,852124,285254
WB_Paschim Medinipur,Overall,1014645,404082
WB_Purba Bardhaman,Overall,986605,477363
WB_Purba Medinipur,Overall,704374,317868
WB_Purba Medinipur,Overall,704374,317868
WB_Purulia,Overall,616472,229801
WB_South 24 Parganas,Overall,816878,351350
WB_South 24 Parganas,Overall,816878,351350
WB_Uttar Dinajpur,Overall,570853,188970
