District Id,Overall,Cases
RJ_Dholpur,Overall,11006
RJ_Dungarpur,Overall,18407
RJ_Ganganagar,Overall,19338
RJ_Hanumangarh,Overall,16051
RJ_Jaipur,Overall,187613
RJ_Jaisalmer,Overall,13639
RJ_Jalore,Overall,10065
RJ_Jhalawar,Overall,13600
RJ_Jhunjhunu,Overall,14802
RJ_Jodhpur,Overall,112374
RJ_Karauli,Overall,7156
RJ_Kota,Overall,57051
RJ_Nagaur,Overall,17731
RJ_Pali,Overall,27315
RJ_Pratapgarh,Overall,7143
RJ_Rajsamand,Overall,17041
RJ_Sawai Madhopur,Overall,10605
RJ_Sikar,Overall,30607
RJ_Sirohi,Overall,13729
RJ_Tonk,Overall,9495
RJ_Udaipur,Overall,56372
TN_Ariyalur,Overall,16087
TN_Chennai,Overall,540971
TN_Coimbatore,Overall,232575
TN_Cuddalore,Overall,61434
TN_Dharmapuri,Overall,26486
TN_Dindigul,Overall,32350
TN_Erode,Overall,96087
TN_Kallakurichi,Overall,29632
TN_Kancheepuram,Overall,72248
TN_Kanyakumari,Overall,60534
TN_Karur,Overall,22885
TN_Krishnagiri,Overall,41713
TN_Madurai,Overall,73786
TN_Nagapattinam,Overall,19161
TN_Namakkal,Overall,47938
TN_Nilgiris,Overall,31189
TN_Perambalur,Overall,11597
TN_Pudukkottai,Overall,28618
TN_Ramanathapuram,Overall,20124
TN_Salem,Overall,94688
TN_Sivaganga,Overall,19077
TN_Thanjavur,Overall,69299
TN_Theni,Overall,43070
TN_Thiruvallur,Overall,114684
TN_Thiruvarur,Overall,38449
TN_Thoothukkudi,Overall,55306
TN_Tiruchirappalli,Overall,73428
TN_Tirunelveli,Overall,48194
TN_Tiruppur,Overall,89029
TN_Tiruvannamalai,Overall,52724
TN_Vellore,Overall,48447
TN_Viluppuram,Overall,44280
TN_Virudhunagar,Overall,45646
TR_Dhalai,Overall,6887
TR_Gomati,Overall,7851
TR_Khowai,Overall,4481
TR_North Tripura,Overall,6938
TR_Sipahijala,Overall,6138
TR_South Tripura,Overall,9808
TR_Unokoti,Overall,8277
TR_West Tripura,Overall,30734
UP_Agra,Overall,25736
UP_Aligarh,Overall,21276
UP_Ambedkar Nagar,Overall,5027
UP_Amethi,Overall,9958
UP_Amroha,Overall,16610
UP_Auraiya,Overall,10080
UP_Ayodhya,Overall,16912
UP_Azamgarh,Overall,17891
UP_Baghpat,Overall,9129
UP_Bahraich,Overall,11546
UP_Ballia,Overall,21606
UP_Balrampur,Overall,7487
UP_Banda,Overall,10986
UP_Barabanki,Overall,19833
UP_Bareilly,Overall,43973
UP_Basti,Overall,11714
UP_Bhadohi,Overall,7717
UP_Bijnor,Overall,14788
UP_Budaun,Overall,14924
UP_Bulandshahr,Overall,20202
UP_Chandauli,Overall,16198
